areaCode,areaName,areaType,date,newDeaths28DaysByDeathDate
E92000001,England,nation,2020-03-04,0
E92000001,England,nation,2020-03-03,2
E92000001,England,nation,2020-03-02,1
N92000002,Northern Ireland,nation,2022-03-01,3
N92000002,Northern Ireland,nation,2022-02-28,3
N92000002,Northern Ireland,nation,2022-02-27,5
N92000002,Northern Ireland,nation,2022-02-26,0
N92000002,Northern Ireland,nation,2022-02-25,7
N92000002,Northern Ireland,nation,2022-02-24,1
N92000002,Northern Ireland,nation,2022-02-23,3
N92000002,Northern Ireland,nation,2022-02-22,4
N92000002,Northern Ireland,nation,2022-02-21,3
N92000002,Northern Ireland,nation,2022-02-20,4
N92000002,Northern Ireland,nation,2022-02-19,5
N92000002,Northern Ireland,nation,2022-02-18,7
N92000002,Northern Ireland,nation,2022-02-17,2
N92000002,Northern Ireland,nation,2022-02-16,4
N92000002,Northern Ireland,nation,2022-02-15,3
N92000002,Northern Ireland,nation,2022-02-14,4
N92000002,Northern Ireland,nation,2022-02-13,2
N92000002,Northern Ireland,nation,2022-02-12,3
N92000002,Northern Ireland,nation,2022-02-11,4
N92000002,Northern Ireland,nation,2022-02-10,2
N92000002,Northern Ireland,nation,2022-02-09,5
N92000002,Northern Ireland,nation,2022-02-08,5
N92000002,Northern Ireland,nation,2022-02-07,5
N92000002,Northern Ireland,nation,2022-02-06,2
N92000002,Northern Ireland,nation,2022-02-05,3
N92000002,Northern Ireland,nation,2022-02-04,1
N92000002,Northern Ireland,nation,2022-02-03,2
N92000002,Northern Ireland,nation,2022-02-02,3
N92000002,Northern Ireland,nation,2022-02-01,6
N92000002,Northern Ireland,nation,2022-01-31,4
N92000002,Northern Ireland,nation,2022-01-30,3
N92000002,Northern Ireland,nation,2022-01-29,3
N92000002,Northern Ireland,nation,2022-01-28,5
N92000002,Northern Ireland,nation,2022-01-27,11
N92000002,Northern Ireland,nation,2022-01-26,3
N92000002,Northern Ireland,nation,2022-01-25,7
N92000002,Northern Ireland,nation,2022-01-24,5
N92000002,Northern Ireland,nation,2022-01-23,2
N92000002,Northern Ireland,nation,2022-01-22,7
N92000002,Northern Ireland,nation,2022-01-21,4
N92000002,Northern Ireland,nation,2022-01-20,4
N92000002,Northern Ireland,nation,2022-01-19,4
N92000002,Northern Ireland,nation,2022-01-18,6
N92000002,Northern Ireland,nation,2022-01-17,3
N92000002,Northern Ireland,nation,2022-01-16,6
N92000002,Northern Ireland,nation,2022-01-15,2
N92000002,Northern Ireland,nation,2022-01-14,2
N92000002,Northern Ireland,nation,2022-01-13,8
N92000002,Northern Ireland,nation,2022-01-12,11
N92000002,Northern Ireland,nation,2022-01-11,0
N92000002,Northern Ireland,nation,2022-01-10,0
N92000002,Northern Ireland,nation,2022-01-09,7
N92000002,Northern Ireland,nation,2022-01-08,2
N92000002,Northern Ireland,nation,2022-01-07,3
N92000002,Northern Ireland,nation,2022-01-06,2
N92000002,Northern Ireland,nation,2022-01-05,3
N92000002,Northern Ireland,nation,2022-01-04,5
N92000002,Northern Ireland,nation,2022-01-03,3
N92000002,Northern Ireland,nation,2022-01-02,4
N92000002,Northern Ireland,nation,2022-01-01,4
N92000002,Northern Ireland,nation,2021-12-31,3
N92000002,Northern Ireland,nation,2021-12-30,0
N92000002,Northern Ireland,nation,2021-12-29,4
N92000002,Northern Ireland,nation,2021-12-28,4
N92000002,Northern Ireland,nation,2021-12-27,3
N92000002,Northern Ireland,nation,2021-12-26,2
N92000002,Northern Ireland,nation,2021-12-25,4
N92000002,Northern Ireland,nation,2021-12-24,0
N92000002,Northern Ireland,nation,2021-12-23,3
N92000002,Northern Ireland,nation,2021-12-22,1
N92000002,Northern Ireland,nation,2021-12-21,2
N92000002,Northern Ireland,nation,2021-12-20,4
N92000002,Northern Ireland,nation,2021-12-19,1
N92000002,Northern Ireland,nation,2021-12-18,2
N92000002,Northern Ireland,nation,2021-12-17,5
N92000002,Northern Ireland,nation,2021-12-16,3
N92000002,Northern Ireland,nation,2021-12-15,6
N92000002,Northern Ireland,nation,2021-12-14,5
N92000002,Northern Ireland,nation,2021-12-13,3
N92000002,Northern Ireland,nation,2021-12-12,3
N92000002,Northern Ireland,nation,2021-12-11,3
N92000002,Northern Ireland,nation,2021-12-10,2
N92000002,Northern Ireland,nation,2021-12-09,4
N92000002,Northern Ireland,nation,2021-12-08,3
N92000002,Northern Ireland,nation,2021-12-07,5
N92000002,Northern Ireland,nation,2021-12-06,5
N92000002,Northern Ireland,nation,2021-12-05,2
N92000002,Northern Ireland,nation,2021-12-04,7
N92000002,Northern Ireland,nation,2021-12-03,6
N92000002,Northern Ireland,nation,2021-12-02,4
N92000002,Northern Ireland,nation,2021-12-01,2
N92000002,Northern Ireland,nation,2021-11-30,2
N92000002,Northern Ireland,nation,2021-11-29,2
N92000002,Northern Ireland,nation,2021-11-28,5
N92000002,Northern Ireland,nation,2021-11-27,3
N92000002,Northern Ireland,nation,2021-11-26,3
N92000002,Northern Ireland,nation,2021-11-25,9
N92000002,Northern Ireland,nation,2021-11-24,4
N92000002,Northern Ireland,nation,2021-11-23,7
N92000002,Northern Ireland,nation,2021-11-22,4
N92000002,Northern Ireland,nation,2021-11-21,3
N92000002,Northern Ireland,nation,2021-11-20,9
N92000002,Northern Ireland,nation,2021-11-19,2
N92000002,Northern Ireland,nation,2021-11-18,9
N92000002,Northern Ireland,nation,2021-11-17,5
N92000002,Northern Ireland,nation,2021-11-16,12
N92000002,Northern Ireland,nation,2021-11-15,6
N92000002,Northern Ireland,nation,2021-11-14,3
N92000002,Northern Ireland,nation,2021-11-13,4
N92000002,Northern Ireland,nation,2021-11-12,4
N92000002,Northern Ireland,nation,2021-11-11,5
N92000002,Northern Ireland,nation,2021-11-10,6
N92000002,Northern Ireland,nation,2021-11-09,8
N92000002,Northern Ireland,nation,2021-11-08,7
N92000002,Northern Ireland,nation,2021-11-07,7
N92000002,Northern Ireland,nation,2021-11-06,6
N92000002,Northern Ireland,nation,2021-11-05,4
N92000002,Northern Ireland,nation,2021-11-04,6
N92000002,Northern Ireland,nation,2021-11-03,12
N92000002,Northern Ireland,nation,2021-11-02,8
N92000002,Northern Ireland,nation,2021-11-01,4
N92000002,Northern Ireland,nation,2021-10-31,6
N92000002,Northern Ireland,nation,2021-10-30,8
N92000002,Northern Ireland,nation,2021-10-29,10
N92000002,Northern Ireland,nation,2021-10-28,6
N92000002,Northern Ireland,nation,2021-10-27,7
N92000002,Northern Ireland,nation,2021-10-26,4
N92000002,Northern Ireland,nation,2021-10-25,5
N92000002,Northern Ireland,nation,2021-10-24,3
N92000002,Northern Ireland,nation,2021-10-23,6
N92000002,Northern Ireland,nation,2021-10-22,11
N92000002,Northern Ireland,nation,2021-10-21,7
N92000002,Northern Ireland,nation,2021-10-20,3
N92000002,Northern Ireland,nation,2021-10-19,5
N92000002,Northern Ireland,nation,2021-10-18,9
N92000002,Northern Ireland,nation,2021-10-17,2
N92000002,Northern Ireland,nation,2021-10-16,6
N92000002,Northern Ireland,nation,2021-10-15,4
N92000002,Northern Ireland,nation,2021-10-14,5
N92000002,Northern Ireland,nation,2021-10-13,5
N92000002,Northern Ireland,nation,2021-10-12,3
N92000002,Northern Ireland,nation,2021-10-11,5
N92000002,Northern Ireland,nation,2021-10-10,2
N92000002,Northern Ireland,nation,2021-10-09,5
N92000002,Northern Ireland,nation,2021-10-08,4
N92000002,Northern Ireland,nation,2021-10-07,3
N92000002,Northern Ireland,nation,2021-10-06,2
N92000002,Northern Ireland,nation,2021-10-05,3
N92000002,Northern Ireland,nation,2021-10-04,3
N92000002,Northern Ireland,nation,2021-10-03,1
N92000002,Northern Ireland,nation,2021-10-02,4
N92000002,Northern Ireland,nation,2021-10-01,2
N92000002,Northern Ireland,nation,2021-09-30,5
N92000002,Northern Ireland,nation,2021-09-29,3
N92000002,Northern Ireland,nation,2021-09-28,3
N92000002,Northern Ireland,nation,2021-09-27,4
N92000002,Northern Ireland,nation,2021-09-26,4
N92000002,Northern Ireland,nation,2021-09-25,5
N92000002,Northern Ireland,nation,2021-09-24,6
N92000002,Northern Ireland,nation,2021-09-23,8
N92000002,Northern Ireland,nation,2021-09-22,9
N92000002,Northern Ireland,nation,2021-09-21,4
N92000002,Northern Ireland,nation,2021-09-20,4
N92000002,Northern Ireland,nation,2021-09-19,5
N92000002,Northern Ireland,nation,2021-09-18,4
N92000002,Northern Ireland,nation,2021-09-17,10
N92000002,Northern Ireland,nation,2021-09-16,7
N92000002,Northern Ireland,nation,2021-09-15,3
N92000002,Northern Ireland,nation,2021-09-14,10
N92000002,Northern Ireland,nation,2021-09-13,10
N92000002,Northern Ireland,nation,2021-09-12,8
N92000002,Northern Ireland,nation,2021-09-11,6
N92000002,Northern Ireland,nation,2021-09-10,1
N92000002,Northern Ireland,nation,2021-09-09,6
N92000002,Northern Ireland,nation,2021-09-08,10
N92000002,Northern Ireland,nation,2021-09-07,5
N92000002,Northern Ireland,nation,2021-09-06,4
N92000002,Northern Ireland,nation,2021-09-05,13
N92000002,Northern Ireland,nation,2021-09-04,7
N92000002,Northern Ireland,nation,2021-09-03,6
N92000002,Northern Ireland,nation,2021-09-02,8
N92000002,Northern Ireland,nation,2021-09-01,13
N92000002,Northern Ireland,nation,2021-08-31,7
N92000002,Northern Ireland,nation,2021-08-30,7
N92000002,Northern Ireland,nation,2021-08-29,8
N92000002,Northern Ireland,nation,2021-08-28,10
N92000002,Northern Ireland,nation,2021-08-27,5
N92000002,Northern Ireland,nation,2021-08-26,5
N92000002,Northern Ireland,nation,2021-08-25,4
N92000002,Northern Ireland,nation,2021-08-24,5
N92000002,Northern Ireland,nation,2021-08-23,8
N92000002,Northern Ireland,nation,2021-08-22,10
N92000002,Northern Ireland,nation,2021-08-21,12
N92000002,Northern Ireland,nation,2021-08-20,5
N92000002,Northern Ireland,nation,2021-08-19,7
N92000002,Northern Ireland,nation,2021-08-18,11
N92000002,Northern Ireland,nation,2021-08-17,7
N92000002,Northern Ireland,nation,2021-08-16,4
N92000002,Northern Ireland,nation,2021-08-15,2
N92000002,Northern Ireland,nation,2021-08-14,4
N92000002,Northern Ireland,nation,2021-08-13,6
N92000002,Northern Ireland,nation,2021-08-12,6
N92000002,Northern Ireland,nation,2021-08-11,5
N92000002,Northern Ireland,nation,2021-08-10,3
N92000002,Northern Ireland,nation,2021-08-09,3
N92000002,Northern Ireland,nation,2021-08-08,8
N92000002,Northern Ireland,nation,2021-08-07,3
N92000002,Northern Ireland,nation,2021-08-06,5
N92000002,Northern Ireland,nation,2021-08-05,4
N92000002,Northern Ireland,nation,2021-08-04,3
N92000002,Northern Ireland,nation,2021-08-03,1
N92000002,Northern Ireland,nation,2021-08-02,3
N92000002,Northern Ireland,nation,2021-08-01,7
N92000002,Northern Ireland,nation,2021-07-31,5
N92000002,Northern Ireland,nation,2021-07-30,5
N92000002,Northern Ireland,nation,2021-07-29,6
N92000002,Northern Ireland,nation,2021-07-28,3
N92000002,Northern Ireland,nation,2021-07-27,2
N92000002,Northern Ireland,nation,2021-07-26,0
N92000002,Northern Ireland,nation,2021-07-25,1
N92000002,Northern Ireland,nation,2021-07-24,2
N92000002,Northern Ireland,nation,2021-07-23,2
N92000002,Northern Ireland,nation,2021-07-22,2
N92000002,Northern Ireland,nation,2021-07-21,1
N92000002,Northern Ireland,nation,2021-07-20,1
N92000002,Northern Ireland,nation,2021-07-19,1
N92000002,Northern Ireland,nation,2021-07-18,1
N92000002,Northern Ireland,nation,2021-07-17,0
N92000002,Northern Ireland,nation,2021-07-16,3
N92000002,Northern Ireland,nation,2021-07-15,0
N92000002,Northern Ireland,nation,2021-07-14,0
N92000002,Northern Ireland,nation,2021-07-13,0
N92000002,Northern Ireland,nation,2021-07-12,0
N92000002,Northern Ireland,nation,2021-07-11,1
N92000002,Northern Ireland,nation,2021-07-10,1
N92000002,Northern Ireland,nation,2021-07-09,1
N92000002,Northern Ireland,nation,2021-07-08,0
N92000002,Northern Ireland,nation,2021-07-07,0
N92000002,Northern Ireland,nation,2021-07-06,0
N92000002,Northern Ireland,nation,2021-07-05,0
N92000002,Northern Ireland,nation,2021-07-04,0
N92000002,Northern Ireland,nation,2021-07-03,0
N92000002,Northern Ireland,nation,2021-07-02,0
N92000002,Northern Ireland,nation,2021-07-01,1
N92000002,Northern Ireland,nation,2021-06-30,0
N92000002,Northern Ireland,nation,2021-06-29,0
N92000002,Northern Ireland,nation,2021-06-28,0
N92000002,Northern Ireland,nation,2021-06-27,0
N92000002,Northern Ireland,nation,2021-06-26,0
N92000002,Northern Ireland,nation,2021-06-25,0
N92000002,Northern Ireland,nation,2021-06-24,0
N92000002,Northern Ireland,nation,2021-06-23,0
N92000002,Northern Ireland,nation,2021-06-22,0
N92000002,Northern Ireland,nation,2021-06-21,0
N92000002,Northern Ireland,nation,2021-06-20,0
N92000002,Northern Ireland,nation,2021-06-19,0
N92000002,Northern Ireland,nation,2021-06-18,0
N92000002,Northern Ireland,nation,2021-06-17,0
N92000002,Northern Ireland,nation,2021-06-16,0
N92000002,Northern Ireland,nation,2021-06-15,0
N92000002,Northern Ireland,nation,2021-06-14,0
N92000002,Northern Ireland,nation,2021-06-13,0
N92000002,Northern Ireland,nation,2021-06-12,0
N92000002,Northern Ireland,nation,2021-06-11,0
N92000002,Northern Ireland,nation,2021-06-10,0
N92000002,Northern Ireland,nation,2021-06-09,0
N92000002,Northern Ireland,nation,2021-06-08,1
N92000002,Northern Ireland,nation,2021-06-07,0
N92000002,Northern Ireland,nation,2021-06-06,0
N92000002,Northern Ireland,nation,2021-06-05,0
N92000002,Northern Ireland,nation,2021-06-04,0
N92000002,Northern Ireland,nation,2021-06-03,0
N92000002,Northern Ireland,nation,2021-06-02,0
N92000002,Northern Ireland,nation,2021-06-01,1
N92000002,Northern Ireland,nation,2021-05-31,0
N92000002,Northern Ireland,nation,2021-05-30,0
N92000002,Northern Ireland,nation,2021-05-29,0
N92000002,Northern Ireland,nation,2021-05-28,1
N92000002,Northern Ireland,nation,2021-05-27,0
N92000002,Northern Ireland,nation,2021-05-26,0
N92000002,Northern Ireland,nation,2021-05-25,0
N92000002,Northern Ireland,nation,2021-05-24,0
N92000002,Northern Ireland,nation,2021-05-23,0
N92000002,Northern Ireland,nation,2021-05-22,0
N92000002,Northern Ireland,nation,2021-05-21,0
N92000002,Northern Ireland,nation,2021-05-20,0
N92000002,Northern Ireland,nation,2021-05-19,0
N92000002,Northern Ireland,nation,2021-05-18,1
N92000002,Northern Ireland,nation,2021-05-17,0
N92000002,Northern Ireland,nation,2021-05-16,2
N92000002,Northern Ireland,nation,2021-05-15,0
N92000002,Northern Ireland,nation,2021-05-14,0
N92000002,Northern Ireland,nation,2021-05-13,1
N92000002,Northern Ireland,nation,2021-05-12,0
N92000002,Northern Ireland,nation,2021-05-11,1
N92000002,Northern Ireland,nation,2021-05-10,0
N92000002,Northern Ireland,nation,2021-05-09,0
N92000002,Northern Ireland,nation,2021-05-08,0
N92000002,Northern Ireland,nation,2021-05-07,0
N92000002,Northern Ireland,nation,2021-05-06,1
N92000002,Northern Ireland,nation,2021-05-05,0
N92000002,Northern Ireland,nation,2021-05-04,0
N92000002,Northern Ireland,nation,2021-05-03,0
N92000002,Northern Ireland,nation,2021-05-02,0
N92000002,Northern Ireland,nation,2021-05-01,1
N92000002,Northern Ireland,nation,2021-04-30,0
N92000002,Northern Ireland,nation,2021-04-29,1
N92000002,Northern Ireland,nation,2021-04-28,0
N92000002,Northern Ireland,nation,2021-04-27,1
N92000002,Northern Ireland,nation,2021-04-26,1
N92000002,Northern Ireland,nation,2021-04-25,0
N92000002,Northern Ireland,nation,2021-04-24,1
N92000002,Northern Ireland,nation,2021-04-23,0
N92000002,Northern Ireland,nation,2021-04-22,2
N92000002,Northern Ireland,nation,2021-04-21,3
N92000002,Northern Ireland,nation,2021-04-20,0
N92000002,Northern Ireland,nation,2021-04-19,1
N92000002,Northern Ireland,nation,2021-04-18,0
N92000002,Northern Ireland,nation,2021-04-17,1
N92000002,Northern Ireland,nation,2021-04-16,1
N92000002,Northern Ireland,nation,2021-04-15,1
N92000002,Northern Ireland,nation,2021-04-14,2
N92000002,Northern Ireland,nation,2021-04-13,1
N92000002,Northern Ireland,nation,2021-04-12,0
N92000002,Northern Ireland,nation,2021-04-11,1
N92000002,Northern Ireland,nation,2021-04-10,1
N92000002,Northern Ireland,nation,2021-04-09,2
N92000002,Northern Ireland,nation,2021-04-08,1
N92000002,Northern Ireland,nation,2021-04-07,2
N92000002,Northern Ireland,nation,2021-04-06,1
N92000002,Northern Ireland,nation,2021-04-05,2
N92000002,Northern Ireland,nation,2021-04-04,1
N92000002,Northern Ireland,nation,2021-04-03,1
N92000002,Northern Ireland,nation,2021-04-02,2
N92000002,Northern Ireland,nation,2021-04-01,0
N92000002,Northern Ireland,nation,2021-03-31,0
N92000002,Northern Ireland,nation,2021-03-30,3
N92000002,Northern Ireland,nation,2021-03-29,2
N92000002,Northern Ireland,nation,2021-03-28,1
N92000002,Northern Ireland,nation,2021-03-27,1
N92000002,Northern Ireland,nation,2021-03-26,1
N92000002,Northern Ireland,nation,2021-03-25,0
N92000002,Northern Ireland,nation,2021-03-24,0
N92000002,Northern Ireland,nation,2021-03-23,0
N92000002,Northern Ireland,nation,2021-03-22,2
N92000002,Northern Ireland,nation,2021-03-21,3
N92000002,Northern Ireland,nation,2021-03-20,0
N92000002,Northern Ireland,nation,2021-03-19,1
N92000002,Northern Ireland,nation,2021-03-18,2
N92000002,Northern Ireland,nation,2021-03-17,1
N92000002,Northern Ireland,nation,2021-03-16,0
N92000002,Northern Ireland,nation,2021-03-15,2
N92000002,Northern Ireland,nation,2021-03-14,0
N92000002,Northern Ireland,nation,2021-03-13,0
N92000002,Northern Ireland,nation,2021-03-12,1
N92000002,Northern Ireland,nation,2021-03-11,4
N92000002,Northern Ireland,nation,2021-03-10,7
N92000002,Northern Ireland,nation,2021-03-09,6
N92000002,Northern Ireland,nation,2021-03-08,1
N92000002,Northern Ireland,nation,2021-03-07,2
N92000002,Northern Ireland,nation,2021-03-06,6
N92000002,Northern Ireland,nation,2021-03-05,1
N92000002,Northern Ireland,nation,2021-03-04,2
N92000002,Northern Ireland,nation,2021-03-03,4
N92000002,Northern Ireland,nation,2021-03-02,2
N92000002,Northern Ireland,nation,2021-03-01,2
N92000002,Northern Ireland,nation,2021-02-28,2
N92000002,Northern Ireland,nation,2021-02-27,2
N92000002,Northern Ireland,nation,2021-02-26,3
N92000002,Northern Ireland,nation,2021-02-25,4
N92000002,Northern Ireland,nation,2021-02-24,4
N92000002,Northern Ireland,nation,2021-02-23,2
N92000002,Northern Ireland,nation,2021-02-22,5
N92000002,Northern Ireland,nation,2021-02-21,5
N92000002,Northern Ireland,nation,2021-02-20,5
N92000002,Northern Ireland,nation,2021-02-19,2
N92000002,Northern Ireland,nation,2021-02-18,6
N92000002,Northern Ireland,nation,2021-02-17,5
N92000002,Northern Ireland,nation,2021-02-16,12
N92000002,Northern Ireland,nation,2021-02-15,5
N92000002,Northern Ireland,nation,2021-02-14,5
N92000002,Northern Ireland,nation,2021-02-13,8
N92000002,Northern Ireland,nation,2021-02-12,9
N92000002,Northern Ireland,nation,2021-02-11,12
N92000002,Northern Ireland,nation,2021-02-10,8
N92000002,Northern Ireland,nation,2021-02-09,3
N92000002,Northern Ireland,nation,2021-02-08,9
N92000002,Northern Ireland,nation,2021-02-07,8
N92000002,Northern Ireland,nation,2021-02-06,13
N92000002,Northern Ireland,nation,2021-02-05,9
N92000002,Northern Ireland,nation,2021-02-04,14
N92000002,Northern Ireland,nation,2021-02-03,5
N92000002,Northern Ireland,nation,2021-02-02,13
N92000002,Northern Ireland,nation,2021-02-01,15
N92000002,Northern Ireland,nation,2021-01-31,12
N92000002,Northern Ireland,nation,2021-01-30,14
N92000002,Northern Ireland,nation,2021-01-29,23
N92000002,Northern Ireland,nation,2021-01-28,16
N92000002,Northern Ireland,nation,2021-01-27,20
N92000002,Northern Ireland,nation,2021-01-26,12
N92000002,Northern Ireland,nation,2021-01-25,15
N92000002,Northern Ireland,nation,2021-01-24,13
N92000002,Northern Ireland,nation,2021-01-23,20
N92000002,Northern Ireland,nation,2021-01-22,13
N92000002,Northern Ireland,nation,2021-01-21,11
N92000002,Northern Ireland,nation,2021-01-20,19
N92000002,Northern Ireland,nation,2021-01-19,19
N92000002,Northern Ireland,nation,2021-01-18,21
N92000002,Northern Ireland,nation,2021-01-17,29
N92000002,Northern Ireland,nation,2021-01-16,20
N92000002,Northern Ireland,nation,2021-01-15,24
N92000002,Northern Ireland,nation,2021-01-14,26
N92000002,Northern Ireland,nation,2021-01-13,19
N92000002,Northern Ireland,nation,2021-01-12,19
N92000002,Northern Ireland,nation,2021-01-11,23
N92000002,Northern Ireland,nation,2021-01-10,16
N92000002,Northern Ireland,nation,2021-01-09,20
N92000002,Northern Ireland,nation,2021-01-08,10
N92000002,Northern Ireland,nation,2021-01-07,21
N92000002,Northern Ireland,nation,2021-01-06,11
N92000002,Northern Ireland,nation,2021-01-05,7
N92000002,Northern Ireland,nation,2021-01-04,13
N92000002,Northern Ireland,nation,2021-01-03,12
N92000002,Northern Ireland,nation,2021-01-02,14
N92000002,Northern Ireland,nation,2021-01-01,13
N92000002,Northern Ireland,nation,2020-12-31,10
N92000002,Northern Ireland,nation,2020-12-30,13
N92000002,Northern Ireland,nation,2020-12-29,11
N92000002,Northern Ireland,nation,2020-12-28,8
N92000002,Northern Ireland,nation,2020-12-27,14
N92000002,Northern Ireland,nation,2020-12-26,10
N92000002,Northern Ireland,nation,2020-12-25,7
N92000002,Northern Ireland,nation,2020-12-24,15
N92000002,Northern Ireland,nation,2020-12-23,15
N92000002,Northern Ireland,nation,2020-12-22,10
N92000002,Northern Ireland,nation,2020-12-21,17
N92000002,Northern Ireland,nation,2020-12-20,12
N92000002,Northern Ireland,nation,2020-12-19,15
N92000002,Northern Ireland,nation,2020-12-18,10
N92000002,Northern Ireland,nation,2020-12-17,14
N92000002,Northern Ireland,nation,2020-12-16,13
N92000002,Northern Ireland,nation,2020-12-15,6
N92000002,Northern Ireland,nation,2020-12-14,6
N92000002,Northern Ireland,nation,2020-12-13,5
N92000002,Northern Ireland,nation,2020-12-12,7
N92000002,Northern Ireland,nation,2020-12-11,9
N92000002,Northern Ireland,nation,2020-12-10,13
N92000002,Northern Ireland,nation,2020-12-09,9
N92000002,Northern Ireland,nation,2020-12-08,7
N92000002,Northern Ireland,nation,2020-12-07,17
N92000002,Northern Ireland,nation,2020-12-06,11
N92000002,Northern Ireland,nation,2020-12-05,12
N92000002,Northern Ireland,nation,2020-12-04,7
N92000002,Northern Ireland,nation,2020-12-03,6
N92000002,Northern Ireland,nation,2020-12-02,8
N92000002,Northern Ireland,nation,2020-12-01,7
N92000002,Northern Ireland,nation,2020-11-30,12
N92000002,Northern Ireland,nation,2020-11-29,8
N92000002,Northern Ireland,nation,2020-11-28,11
N92000002,Northern Ireland,nation,2020-11-27,11
N92000002,Northern Ireland,nation,2020-11-26,8
N92000002,Northern Ireland,nation,2020-11-25,10
N92000002,Northern Ireland,nation,2020-11-24,7
N92000002,Northern Ireland,nation,2020-11-23,8
N92000002,Northern Ireland,nation,2020-11-22,6
N92000002,Northern Ireland,nation,2020-11-21,8
N92000002,Northern Ireland,nation,2020-11-20,13
N92000002,Northern Ireland,nation,2020-11-19,13
N92000002,Northern Ireland,nation,2020-11-18,10
N92000002,Northern Ireland,nation,2020-11-17,11
N92000002,Northern Ireland,nation,2020-11-16,9
N92000002,Northern Ireland,nation,2020-11-15,13
N92000002,Northern Ireland,nation,2020-11-14,13
N92000002,Northern Ireland,nation,2020-11-13,11
N92000002,Northern Ireland,nation,2020-11-12,10
N92000002,Northern Ireland,nation,2020-11-11,13
N92000002,Northern Ireland,nation,2020-11-10,8
N92000002,Northern Ireland,nation,2020-11-09,10
N92000002,Northern Ireland,nation,2020-11-08,10
N92000002,Northern Ireland,nation,2020-11-07,7
N92000002,Northern Ireland,nation,2020-11-06,15
N92000002,Northern Ireland,nation,2020-11-05,7
N92000002,Northern Ireland,nation,2020-11-04,10
N92000002,Northern Ireland,nation,2020-11-03,12
N92000002,Northern Ireland,nation,2020-11-02,5
N92000002,Northern Ireland,nation,2020-11-01,10
N92000002,Northern Ireland,nation,2020-10-31,7
N92000002,Northern Ireland,nation,2020-10-30,9
N92000002,Northern Ireland,nation,2020-10-29,14
N92000002,Northern Ireland,nation,2020-10-28,9
N92000002,Northern Ireland,nation,2020-10-27,10
N92000002,Northern Ireland,nation,2020-10-26,11
N92000002,Northern Ireland,nation,2020-10-25,6
N92000002,Northern Ireland,nation,2020-10-24,8
N92000002,Northern Ireland,nation,2020-10-23,6
N92000002,Northern Ireland,nation,2020-10-22,4
N92000002,Northern Ireland,nation,2020-10-21,6
N92000002,Northern Ireland,nation,2020-10-20,3
N92000002,Northern Ireland,nation,2020-10-19,4
N92000002,Northern Ireland,nation,2020-10-18,7
N92000002,Northern Ireland,nation,2020-10-17,3
N92000002,Northern Ireland,nation,2020-10-16,2
N92000002,Northern Ireland,nation,2020-10-15,4
N92000002,Northern Ireland,nation,2020-10-14,2
N92000002,Northern Ireland,nation,2020-10-13,4
N92000002,Northern Ireland,nation,2020-10-12,5
N92000002,Northern Ireland,nation,2020-10-11,6
N92000002,Northern Ireland,nation,2020-10-10,0
N92000002,Northern Ireland,nation,2020-10-09,0
N92000002,Northern Ireland,nation,2020-10-08,0
N92000002,Northern Ireland,nation,2020-10-07,1
N92000002,Northern Ireland,nation,2020-10-06,1
N92000002,Northern Ireland,nation,2020-10-05,1
N92000002,Northern Ireland,nation,2020-10-04,0
N92000002,Northern Ireland,nation,2020-10-03,1
N92000002,Northern Ireland,nation,2020-10-02,2
N92000002,Northern Ireland,nation,2020-10-01,1
N92000002,Northern Ireland,nation,2020-09-30,1
N92000002,Northern Ireland,nation,2020-09-29,0
N92000002,Northern Ireland,nation,2020-09-28,1
N92000002,Northern Ireland,nation,2020-09-27,0
N92000002,Northern Ireland,nation,2020-09-26,0
N92000002,Northern Ireland,nation,2020-09-25,1
N92000002,Northern Ireland,nation,2020-09-24,0
N92000002,Northern Ireland,nation,2020-09-23,0
N92000002,Northern Ireland,nation,2020-09-22,0
N92000002,Northern Ireland,nation,2020-09-21,0
N92000002,Northern Ireland,nation,2020-09-20,0
N92000002,Northern Ireland,nation,2020-09-19,2
N92000002,Northern Ireland,nation,2020-09-18,1
N92000002,Northern Ireland,nation,2020-09-17,0
N92000002,Northern Ireland,nation,2020-09-16,2
N92000002,Northern Ireland,nation,2020-09-15,1
N92000002,Northern Ireland,nation,2020-09-14,1
N92000002,Northern Ireland,nation,2020-09-13,0
N92000002,Northern Ireland,nation,2020-09-12,0
N92000002,Northern Ireland,nation,2020-09-11,2
N92000002,Northern Ireland,nation,2020-09-10,1
N92000002,Northern Ireland,nation,2020-09-09,0
N92000002,Northern Ireland,nation,2020-09-08,0
N92000002,Northern Ireland,nation,2020-09-07,2
N92000002,Northern Ireland,nation,2020-09-06,0
N92000002,Northern Ireland,nation,2020-09-05,1
N92000002,Northern Ireland,nation,2020-09-04,0
N92000002,Northern Ireland,nation,2020-09-03,2
N92000002,Northern Ireland,nation,2020-09-02,0
N92000002,Northern Ireland,nation,2020-09-01,1
N92000002,Northern Ireland,nation,2020-08-31,0
N92000002,Northern Ireland,nation,2020-08-30,0
N92000002,Northern Ireland,nation,2020-08-29,0
N92000002,Northern Ireland,nation,2020-08-28,1
N92000002,Northern Ireland,nation,2020-08-27,0
N92000002,Northern Ireland,nation,2020-08-26,0
N92000002,Northern Ireland,nation,2020-08-25,1
N92000002,Northern Ireland,nation,2020-08-24,0
N92000002,Northern Ireland,nation,2020-08-23,0
